# Timestamp(s)	CAN_ID	DLC	Data
15.480000	1D4	8	DC AC FB A3 42 5D 96 96
15.490000	1F2	8	00 00 03 01 00 01 00 05
15.490000	1D4	8	DC 90 FB 98 42 5D 96 96
15.500000	351	8	10 3D FF 63 03 C7 00 00
15.500000	356	6	01 4D 01 9D 03 00
15.500000	370	8	10 39 10 4A 10 3F 10 4F
15.500000	371	8	10 3D 10 46 10 43 10 3B
15.500000	355	6	26 2A 28 42 23 00
15.500000	35F	8	10 68 07 D0 5F 05 5F 01
15.500000	35A	8	00 00 9B 01 01 02 03 A2
15.500000	35E	8	54 68 75 6C 61 63 65 6C
15.500000	1F2	8	00 00 03 01 00 01 00 05
15.500000	1D4	8	DC 74 FB 8D 42 5D 96 96
15.500000	390	8	03 00 00 00 00 00 00 00
15.510000	1F2	8	00 00 03 01 00 01 00 05
15.510000	1D4	8	DC 58 FB 82 42 5D 96 96
15.520000	1F2	8	00 00 03 01 00 01 00 05
15.520000	1D4	8	DC 3C FB 78 42 5D 96 96
15.530000	1F2	8	00 00 03 01 00 01 00 05
15.530000	1D4	8	DC 20 FB 6D 42 5D 96 96
15.540000	1F2	8	00 00 03 01 00 01 00 05
15.540000	1D4	8	DC 04 FB 62 42 5D 96 96
15.550000	351	8	10 39 FF 54 03 C3 00 00
15.550000	356	6	01 4C 01 9C 03 00
15.550000	370	8	10 35 10 46 10 3B 10 4B
15.550000	371	8	10 39 10 42 10 3F 10 37
15.550000	1F2	8	00 00 03 01 00 01 00 05
15.550000	1D4	8	DB E8 FB 58 42 5D 96 96
15.560000	1F2	8	00 00 03 01 00 01 00 05
15.560000	1D4	8	DB CC FB 4D 42 5D 96 96
15.570000	1F2	8	00 00 03 01 00 01 00 05
15.570000	1D4	8	DB B0 FB 43 42 5D 96 96
15.580000	1F2	8	00 00 03 01 00 01 00 05
15.580000	1D4	8	DB 94 FB 38 42 5D 96 96
15.590000	1F2	8	00 00 03 01 00 01 00 05
15.590000	1D4	8	DB 78 FB 2E 42 5D 96 96
15.600000	351	8	10 34 FF 44 03 C0 00 00
15.600000	356	6	01 4C 01 9C 03 00
15.600000	370	8	10 32 10 43 10 38 10 48
15.600000	371	8	10 36 10 3F 10 3C 10 34
15.600000	355	6	26 2A 28 42 23 00
15.600000	35F	8	10 68 07 D0 5F 05 5F 01
15.600000	35A	8	00 00 9C 01 01 02 03 A3
15.600000	1F2	8	00 00 03 01 00 01 00 05
15.600000	1D4	8	DB 5C FB 23 42 5D 96 96
15.600000	390	8	03 00 00 00 00 00 00 00
15.600000	710	8	FF 2A 60 80 14 DC D7 53
15.600000	711	8	00 00 23 28 02 0C 00 00
15.610000	1F2	8	00 00 03 01 00 01 00 05
15.610000	1D4	8	DB 40 FB 19 42 5D 96 96
15.620000	1F2	8	00 00 03 01 00 01 00 05
15.620000	1D4	8	DB 24 FB 0E 42 5D 96 96
15.630000	1F2	8	00 00 03 01 00 01 00 05
15.630000	1D4	8	DB 08 FB 04 42 5D 96 96
15.640000	1F2	8	00 00 03 01 00 01 00 05
15.640000	1D4	8	DA EC FA F9 42 5D 96 96
15.650000	351	8	10 30 FF 34 03 BD 00 00
15.650000	356	6	01 4C 01 9C 03 00
15.650000	370	8	10 2E 10 3F 10 34 10 44
15.650000	371	8	10 32 10 3B 10 38 10 30
15.650000	1F2	8	00 00 03 01 00 01 00 05
15.650000	1D4	8	DA D0 FA EF 42 5D 96 96
15.660000	1F2	8	00 00 03 01 00 01 00 05
15.660000	1D4	8	DA B4 FA E4 42 5D 96 96
15.670000	1F2	8	00 00 03 01 00 01 00 05
15.670000	1D4	8	DA 98 FA DA 42 5D 96 96
15.680000	1F2	8	00 00 03 01 00 01 00 05
15.680000	1D4	8	DA 7C FA D0 42 5D 96 96
15.690000	1F2	8	00 00 03 01 00 01 00 05
15.690000	1D4	8	DA 60 FA C5 42 5D 96 96
15.700000	351	8	10 2C FF 25 03 B9 00 00
15.700000	356	6	01 4C 01 9C 03 00
15.700000	370	8	10 2A 10 3B 10 30 10 40
15.700000	371	8	10 2E 10 37 10 34 10 2C
15.700000	355	6	26 2A 28 42 23 00
15.700000	35F	8	10 68 07 D0 5F 05 5F 01
15.700000	35A	8	00 00 9D 01 01 02 03 A4
15.700000	1F2	8	00 00 03 01 00 01 00 05
15.700000	1D4	8	DA 44 FA BB 42 5D 96 96
15.700000	390	8	03 00 00 00 00 00 00 00
15.710000	1F2	8	00 00 03 01 00 01 00 05
15.710000	1D4	8	DA 28 FA B1 42 5D 96 96
15.720000	1F2	8	00 00 03 01 00 01 00 05
15.720000	1D4	8	DA 0C FA A7 42 5D 96 96
15.730000	1F2	8	00 00 03 01 00 01 00 05
15.730000	1D4	8	D9 F0 FA 9C 42 5D 96 96
15.740000	1F2	8	00 00 03 01 00 01 00 05
15.740000	1D4	8	D9 D4 FA 92 42 5D 96 96
15.750000	351	8	10 27 FF 15 03 B6 00 00
15.750000	356	6	01 4C 01 9C 03 00
15.750000	370	8	10 27 10 38 10 2D 10 3D
15.750000	371	8	10 2B 10 34 10 31 10 29
15.750000	1F2	8	00 00 03 01 00 01 00 05
15.750000	1D4	8	D9 B8 FA 88 42 5D 96 96
15.760000	1F2	8	00 00 03 01 00 01 00 05
15.760000	1D4	8	D9 9C FA 7E 43 5D 96 96
15.770000	1F2	8	00 00 03 01 00 01 00 05
15.770000	1D4	8	D9 80 FA 74 43 5D 96 96
15.780000	1F2	8	00 00 03 01 00 01 00 05
15.780000	1D4	8	D9 64 FA 6A 43 5D 96 96
15.790000	1F2	8	00 00 03 01 00 01 00 05
15.790000	1D4	8	D9 48 FA 60 43 5E 96 96
15.800000	351	8	10 23 FF 06 03 B3 00 00
15.800000	356	6	01 4B 01 9B 03 00
15.800000	370	8	10 23 10 34 10 29 10 39
15.800000	371	8	10 27 10 30 10 2D 10 25
15.800000	355	6	27 2B 29 42 24 00
15.800000	35F	8	10 68 07 D0 5F 05 5F 01
15.800000	35A	8	00 00 9E 01 01 02 03 A5
15.800000	1F2	8	00 00 03 01 00 01 00 05
15.800000	1D4	8	D9 2C FA 56 43 5E 96 96
15.800000	390	8	03 00 00 00 00 00 00 00
15.800000	710	8	FF 2A 60 80 14 DC D7 53
15.800000	711	8	00 00 23 28 02 0C 00 00
15.810000	1F2	8	00 00 01 01 00 01 00 03
15.810000	1D4	8	D9 10 FA 4C 43 5E 96 96
15.820000	1F2	8	00 00 01 01 00 01 00 03
15.820000	1D4	8	D8 F4 FA 42 43 5E 96 96
15.830000	1F2	8	00 00 01 01 00 01 00 03
15.830000	1D4	8	D8 D8 FA 38 43 5E 96 96
15.840000	1F2	8	00 00 01 01 00 01 00 03
15.840000	1D4	8	D8 BC FA 2E 43 5E 96 96
15.850000	351	8	10 1F FE F6 03 AF 00 00
15.850000	356	6	01 4B 01 9B 03 00
15.850000	370	8	10 1F 10 30 10 25 10 35
15.850000	371	8	10 23 10 2C 10 29 10 21
15.850000	1F2	8	00 00 01 01 00 01 00 03
15.850000	1D4	8	D8 A0 FA 24 43 5E 96 96
15.860000	1F2	8	00 00 01 01 00 01 00 03
15.860000	1D4	8	D8 84 FA 1A 43 5E 96 96
15.870000	1F2	8	00 00 01 01 00 01 00 03
15.870000	1D4	8	D8 68 FA 10 43 5E 96 96
15.880000	1F2	8	00 00 01 01 00 01 00 03
15.880000	1D4	8	D8 4C FA 06 43 5E 96 96
15.890000	1F2	8	00 00 01 01 00 01 00 03
15.890000	1D4	8	D8 30 F9 FC 43 5E 96 96
15.900000	351	8	10 1A FE E7 03 AC 00 00
15.900000	356	6	01 4B 01 9B 03 00
15.900000	370	8	10 1C 10 2D 10 22 10 32
15.900000	371	8	10 20 10 29 10 26 10 1E
15.900000	355	6	27 2B 29 42 24 00
15.900000	35F	8	10 68 07 D0 5F 05 5F 01
15.900000	35A	8	00 00 9F 01 01 02 03 A6
15.900000	1F2	8	00 00 01 01 00 01 00 03
15.900000	1D4	8	D8 14 F9 F3 43 5E 96 96
15.900000	390	8	01 00 00 00 00 00 00 00
15.910000	1F2	8	00 00 01 01 00 01 00 03
15.910000	1D4	8	D7 F8 F9 E9 43 5E 96 96
15.920000	1F2	8	00 00 01 01 00 01 00 03
15.920000	1D4	8	D7 DC F9 DF 43 5E 96 96
15.930000	1F2	8	00 00 01 01 00 01 00 03
15.930000	1D4	8	D7 C0 F9 D5 43 5E 96 96
15.940000	1F2	8	00 00 01 01 00 01 00 03
15.940000	1D4	8	D7 A4 F9 CC 43 5E 96 96
15.950000	351	8	10 16 FE D8 03 A9 00 00
15.950000	356	6	01 4B 01 9B 03 00
15.950000	370	8	10 18 10 29 10 1E 10 2E
15.950000	371	8	10 1C 10 25 10 22 10 1A
15.950000	1F2	8	00 00 01 01 00 01 00 03
15.950000	1D4	8	D7 88 F9 C2 43 5E 96 96
15.960000	1F2	8	00 00 01 01 00 01 00 03
15.960000	1D4	8	D7 6C F9 B8 43 5E 96 96
15.970000	1F2	8	00 00 01 01 00 01 00 03
15.970000	1D4	8	D7 50 F9 AF 43 5E 96 96
15.980000	1F2	8	00 00 01 01 00 01 00 03
15.980000	1D4	8	D7 34 F9 A5 43 5E 96 96
15.990000	1F2	8	00 00 01 01 00 01 00 03
15.990000	1D4	8	D7 18 F9 9C 43 5E 96 96
16.000000	351	8	10 12 FE C8 03 A5 00 00
16.000000	356	6	01 4A 01 9A 03 00
16.000000	370	8	10 14 10 25 10 1A 10 2A
16.000000	371	8	10 18 10 21 10 1E 10 16
16.000000	355	6	27 2B 29 43 24 00
16.000000	35F	8	10 68 07 D0 5F 05 5F 01
16.000000	35A	8	00 00 A0 01 01 02 03 A7
16.000000	35E	8	54 68 75 6C 61 63 65 6C
16.000000	1F2	8	00 00 01 01 00 01 00 03
16.000000	1D4	8	D6 FC F9 92 43 5E 96 96
16.000000	390	8	01 00 00 00 00 00 00 00
16.000000	710	8	FF 2A 60 80 14 DC D7 53
16.000000	711	8	00 00 23 28 02 0C 00 00
16.010000	1F2	8	00 00 01 01 00 01 00 03
16.010000	1D4	8	D6 FC F9 89 43 5E 96 96
16.020000	1F2	8	00 00 01 01 00 01 00 03
16.020000	1D4	8	D6 FC F9 7F 43 5E 96 96
16.030000	1F2	8	00 00 01 01 00 01 00 03
16.030000	1D4	8	D6 FC F9 76 43 5E 96 96
16.040000	1F2	8	00 00 01 01 00 01 00 03
16.040000	1D4	8	D6 FC F9 6C 43 5E 96 96
16.050000	351	8	10 0D FE B9 03 A2 00 00
16.050000	356	6	01 4A 01 9A 03 00
16.050000	370	8	10 11 10 22 10 17 10 27
16.050000	371	8	10 15 10 1E 10 1B 10 13
16.050000	1F2	8	00 00 01 01 00 01 00 03
16.050000	1D4	8	D6 FC F9 63 43 5E 96 96
16.060000	1F2	8	00 00 01 01 00 01 00 03
16.060000	1D4	8	D6 FC F9 5A 43 5E 96 96
16.070000	1F2	8	00 00 01 01 00 01 00 03
16.070000	1D4	8	D6 FC F9 50 43 5E 96 96
16.080000	1F2	8	00 00 01 01 00 01 00 03
16.080000	1D4	8	D6 FC F9 47 43 5E 96 96
16.090000	1F2	8	00 00 01 01 00 01 00 03
16.090000	1D4	8	D6 FC F9 3E 43 5E 96 96
16.100000	351	8	10 09 FE A9 03 9F 00 00
16.100000	356	6	01 4A 01 9A 03 00
16.100000	370	8	10 0D 10 1E 10 13 10 23
16.100000	371	8	10 11 10 1A 10 17 10 0F
16.100000	355	6	27 2B 29 43 24 00
16.100000	35F	8	10 68 07 D0 5F 05 5F 01
16.100000	35A	8	00 00 A1 01 01 02 03 A8
16.100000	1F2	8	00 00 01 01 00 01 00 03
16.100000	1D4	8	D6 FC F9 35 43 5E 96 96
16.100000	390	8	01 00 00 00 00 00 00 00
16.110000	1F2	8	00 00 01 01 00 01 00 03
16.110000	1D4	8	D6 FC F9 2C 43 5E 96 96
16.120000	1F2	8	00 00 01 01 00 01 00 03
16.120000	1D4	8	D6 FC F9 22 43 5E 96 96
16.130000	1F2	8	00 00 01 01 00 01 00 03
16.130000	1D4	8	D6 FC F9 19 43 5E 96 96
16.140000	1F2	8	00 00 01 01 00 01 00 03
16.140000	1D4	8	D6 FC F9 10 43 5E 96 96
16.150000	351	8	10 05 FE 9A 03 9B 00 00
16.150000	356	6	01 4A 01 9A 03 00
16.150000	370	8	10 09 10 1A 10 0F 10 1F
16.150000	371	8	10 0D 10 16 10 13 10 0B
16.150000	1F2	8	00 00 01 01 00 01 00 03
16.150000	1D4	8	D6 FC F9 07 43 5E 96 96
16.160000	1F2	8	00 00 01 01 00 01 00 03
16.160000	1D4	8	D6 FC F8 FE 43 5E 96 96
16.170000	1F2	8	00 00 01 01 00 01 00 03
16.170000	1D4	8	D6 FC F8 F5 43 5E 96 96
16.180000	1F2	8	00 00 01 01 00 01 00 03
16.180000	1D4	8	D6 FC F8 EC 43 5E 96 96
16.190000	1F2	8	00 00 01 01 00 01 00 03
16.190000	1D4	8	D6 FC F8 E3 43 5E 96 96
16.200000	351	8	10 01 FE 8B 03 98 00 00
16.200000	356	6	01 49 01 99 03 00
16.200000	370	8	10 06 10 17 10 0C 10 1C
16.200000	371	8	10 0A 10 13 10 10 10 08
16.200000	355	6	27 2B 29 43 24 00
16.200000	35F	8	10 68 07 D0 5F 05 5F 01
16.200000	35A	8	00 00 A2 01 01 02 03 A9
16.200000	1F2	8	00 00 01 01 00 01 00 03
16.200000	1D4	8	D6 FC F8 DA 43 5E 96 96
16.200000	390	8	01 00 00 00 00 00 00 00
16.200000	710	8	FF 2A 60 80 14 DC D7 53
16.200000	711	8	00 00 23 28 02 0C 00 00
16.210000	1F2	8	00 00 03 01 00 01 00 05
16.210000	1D4	8	D6 FC F8 D2 43 5E 96 96
16.220000	1F2	8	00 00 03 01 00 01 00 05
16.220000	1D4	8	D6 FC F8 C9 43 5E 96 96
16.230000	1F2	8	00 00 03 01 00 01 00 05
16.230000	1D4	8	D6 FC F8 C0 43 5E 96 96
16.240000	1F2	8	00 00 03 01 00 01 00 05
16.240000	1D4	8	D6 FC F8 B7 43 5E 96 96
16.250000	351	8	0F FC FE 7C 03 95 00 00
16.250000	356	6	01 49 01 99 03 00
16.250000	370	8	10 02 10 13 10 08 10 18
16.250000	371	8	10 06 10 0F 10 0C 10 04
16.250000	1F2	8	00 00 03 01 00 01 00 05
16.250000	1D4	8	D6 FC F8 AE 43 5E 96 96
16.260000	1F2	8	00 00 03 01 00 01 00 05
16.260000	1D4	8	D6 FC F8 A6 44 5E 96 96
16.270000	1F2	8	00 00 03 01 00 01 00 05
16.270000	1D4	8	D6 FC F8 9D 44 5E 96 96
16.280000	1F2	8	00 00 03 01 00 01 00 05
16.280000	1D4	8	D6 FC F8 94 44 5E 96 96
16.290000	1F2	8	00 00 03 01 00 01 00 05
16.290000	1D4	8	D6 FC F8 8C 44 5E 96 96
16.300000	351	8	0F F8 FE 6D 03 91 00 00
16.300000	356	6	01 49 01 99 03 00
16.300000	370	8	0F FE 10 0F 10 04 10 14
16.300000	371	8	10 02 10 0B 10 08 10 00
16.300000	355	6	27 2B 29 43 24 00
16.300000	35F	8	10 68 07 D0 5F 05 5F 01
16.300000	35A	8	00 00 A3 01 01 02 03 AA
16.300000	1F2	8	00 00 03 01 00 01 00 05
16.300000	1D4	8	D6 FC F8 83 44 5E 96 96
16.300000	390	8	03 00 00 00 00 00 00 00
16.310000	1F2	8	00 00 03 01 00 01 00 05
16.310000	1D4	8	D6 FC F8 7B 44 5E 96 96
16.320000	1F2	8	00 00 03 01 00 01 00 05
16.320000	1D4	8	D6 FC F8 72 44 5E 96 96
16.330000	1F2	8	00 00 03 01 00 01 00 05
16.330000	1D4	8	D6 FC F8 6A 44 5E 96 96
16.340000	1F2	8	00 00 03 01 00 01 00 05
16.340000	1D4	8	D6 FC F8 61 44 5E 96 96
16.350000	351	8	0F F4 FE 5E 03 8E 00 00
16.350000	356	6	01 49 01 99 03 00
16.350000	370	8	0F FB 10 0C 10 01 10 11
16.350000	371	8	0F FF 10 08 10 05 0F FD
16.350000	1F2	8	00 00 03 01 00 01 00 05
16.350000	1D4	8	D6 FC F8 59 44 5E 96 96
16.360000	1F2	8	00 00 03 01 00 01 00 05
16.360000	1D4	8	D6 FC F8 51 44 5E 96 96
16.370000	1F2	8	00 00 03 01 00 01 00 05
16.370000	1D4	8	D6 FC F8 48 44 5E 96 96
16.380000	1F2	8	00 00 03 01 00 01 00 05
16.380000	1D4	8	D6 FC F8 40 44 5E 96 96
16.390000	1F2	8	00 00 03 01 00 01 00 05
16.390000	1D4	8	D6 FC F8 38 44 5E 96 96
16.400000	351	8	0F EF FE 4E 03 8B 00 00
16.400000	356	6	01 48 01 98 03 00
16.400000	370	8	0F F7 10 08 0F FD 10 0D
16.400000	371	8	0F FB 10 04 10 01 0F F9
16.400000	355	6	27 2B 29 43 24 00
16.400000	35F	8	10 68 07 D0 5F 05 5F 01
16.400000	35A	8	00 00 A4 01 01 02 03 AB
16.400000	1F2	8	00 00 03 01 00 01 00 05
16.400000	1D4	8	D6 FC F8 2F 44 5E 96 96
16.400000	390	8	03 00 00 00 00 00 00 00
16.400000	710	8	FF 2A 60 80 14 DC D7 53
16.400000	711	8	00 00 23 28 02 0C 00 00
16.410000	1F2	8	00 00 03 01 00 01 00 05
16.410000	1D4	8	D6 FC F8 27 44 5E 96 96
16.420000	1F2	8	00 00 03 01 00 01 00 05
16.420000	1D4	8	D6 FC F8 1F 44 5F 96 96
16.430000	1F2	8	00 00 03 01 00 01 00 05
16.430000	1D4	8	D6 FC F8 17 44 5F 96 96
16.440000	1F2	8	00 00 03 01 00 01 00 05
16.440000	1D4	8	D6 FC F8 0F 44 5F 96 96
16.450000	351	8	0F EB FE 3F 03 87 00 00
16.450000	356	6	01 48 01 98 03 00
16.450000	370	8	0F F3 10 04 0F F9 10 09
16.450000	371	8	0F F7 10 00 0F FD 0F F5
16.450000	1F2	8	00 00 03 01 00 01 00 05
16.450000	1D4	8	D6 FC F8 07 44 5F 96 96
16.460000	1F2	8	00 00 03 01 00 01 00 05
16.460000	1D4	8	D6 FC F7 FF 44 5F 96 96
16.470000	1F2	8	00 00 03 01 00 01 00 05
16.470000	1D4	8	D6 FC F7 F7 44 5F 96 96
16.480000	1F2	8	00 00 03 01 00 01 00 05
16.480000	1D4	8	D6 FC F7 EF 44 5F 96 96
16.490000	1F2	8	00 00 03 01 00 01 00 05
16.490000	1D4	8	D6 FC F7 E7 44 5F 96 96
16.500000	351	8	0F E7 FE 30 03 84 00 00
16.500000	356	6	01 48 01 98 03 00
16.500000	370	8	0F F0 10 01 0F F6 10 06
16.500000	371	8	0F F4 0F FD 0F FA 0F F2
16.500000	355	6	27 2B 29 43 24 00
16.500000	35F	8	10 68 07 D0 5F 05 5F 01
16.500000	35A	8	00 00 A5 01 01 02 03 AC
16.500000	35E	8	54 68 75 6C 61 63 65 6C
16.500000	1F2	8	00 00 03 01 00 01 00 05
16.500000	1D4	8	D6 FC F7 DF 44 5F 96 96
16.500000	390	8	03 00 00 00 00 00 00 00
16.510000	1F2	8	00 00 03 01 00 01 00 05
16.510000	1D4	8	D6 FC F7 D7 44 5F 96 96
16.520000	1F2	8	00 00 03 01 00 01 00 05
16.520000	1D4	8	D6 FC F7 D0 44 5F 96 96
16.530000	1F2	8	00 00 03 01 00 01 00 05
16.530000	1D4	8	D6 FC F7 C8 44 5F 96 96
16.540000	1F2	8	00 00 03 01 00 01 00 05
16.540000	1D4	8	D6 FC F7 C0 44 5F 96 96
16.550000	351	8	0F E2 FE 22 03 81 00 00
16.550000	356	6	01 48 01 98 03 00
16.550000	370	8	0F EC 0F FD 0F F2 10 02
16.550000	371	8	0F F0 0F F9 0F F6 0F EE
16.550000	1F2	8	00 00 03 01 00 01 00 05
16.550000	1D4	8	D6 FC F7 B8 44 5F 96 96
16.560000	1F2	8	00 00 03 01 00 01 00 05
16.560000	1D4	8	D6 FC F7 B1 44 5F 96 96
16.570000	1F2	8	00 00 03 01 00 01 00 05
16.570000	1D4	8	D6 FC F7 A9 44 5F 96 96
16.580000	1F2	8	00 00 03 01 00 01 00 05
16.580000	1D4	8	D6 FC F7 A2 44 5F 96 96
16.590000	1F2	8	00 00 03 01 00 01 00 05
16.590000	1D4	8	D6 FC F7 9A 44 5F 96 96
16.600000	351	8	0F DE FE 13 03 7D 00 00
16.600000	356	6	01 48 01 98 03 00
16.600000	370	8	0F E8 0F F9 0F EE 0F FE
16.600000	371	8	0F EC 0F F5 0F F2 0F EA
16.600000	355	6	27 2B 29 44 24 00
16.600000	35F	8	10 68 07 D0 5F 05 5F 00
16.600000	35A	8	00 00 A6 01 01 02 03 AD
16.600000	1F2	8	00 00 03 01 00 01 00 05
16.600000	1D4	8	D6 FC F7 93 44 5F 96 96
16.600000	390	8	03 00 00 00 00 00 00 00
16.600000	710	8	FF 2A 60 80 14 DC D7 53
16.600000	711	8	00 00 23 28 02 0C 00 00
16.610000	1F2	8	00 00 03 01 00 01 00 05
16.610000	1D4	8	D6 FC F7 8B 44 5F 96 96
16.620000	1F2	8	00 00 03 01 00 01 00 05
16.620000	1D4	8	D6 FC F7 84 44 5F 96 96
16.630000	1F2	8	00 00 03 01 00 01 00 05
16.630000	1D4	8	D6 FC F7 7C 44 5F 96 96
16.640000	1F2	8	00 00 03 01 00 01 00 05
16.640000	1D4	8	D6 FC F7 75 44 5F 96 96
16.650000	351	8	0F DA FE 04 03 7A 00 00
16.650000	356	6	01 47 01 97 03 00
16.650000	370	8	0F E5 0F F6 0F EB 0F FB
16.650000	371	8	0F E9 0F F2 0F EF 0F E7
16.650000	1F2	8	00 00 03 01 00 01 00 05
16.650000	1D4	8	D6 FC F7 6E 44 5F 96 96
16.660000	1F2	8	00 00 03 01 00 01 00 05
16.660000	1D4	8	D6 FC F7 66 44 5F 96 96
16.670000	1F2	8	00 00 03 01 00 01 00 05
16.670000	1D4	8	D6 FC F7 5F 44 5F 96 96
16.680000	1F2	8	00 00 03 01 00 01 00 05
16.680000	1D4	8	D6 FC F7 58 44 5F 96 96
16.690000	1F2	8	00 00 03 01 00 01 00 05
16.690000	1D4	8	D6 FC F7 51 44 5F 96 96
16.700000	351	8	0F D6 FD F5 03 77 00 00
16.700000	356	6	01 47 01 97 03 00
16.700000	370	8	0F E1 0F F2 0F E7 0F F7
16.700000	371	8	0F E5 0F EE 0F EB 0F E3
16.700000	355	6	27 2B 29 44 24 00
16.700000	35F	8	10 68 07 D0 5F 05 5F 00
16.700000	35A	8	00 00 A7 01 01 02 03 AE
16.700000	1F2	8	00 00 03 01 00 01 00 05
16.700000	1D4	8	D6 FC F7 4A 44 5F 96 96
16.700000	390	8	03 00 00 00 00 00 00 00
16.710000	1F2	8	00 00 03 01 00 01 00 05
16.710000	1D4	8	D6 FC F7 43 44 5F 96 96
16.720000	1F2	8	00 00 03 01 00 01 00 05
16.720000	1D4	8	D6 FC F7 3C 44 5F 96 96
16.730000	1F2	8	00 00 03 01 00 01 00 05
16.730000	1D4	8	D6 FC F7 35 44 5F 96 96
16.740000	1F2	8	00 00 03 01 00 01 00 05
16.740000	1D4	8	D6 FC F7 2E 44 5F 96 96
16.750000	351	8	0F D1 FD E6 03 73 00 00
16.750000	356	6	01 47 01 97 03 00
16.750000	370	8	0F DD 0F EE 0F E3 0F F3
16.750000	371	8	0F E1 0F EA 0F E7 0F DF
16.750000	1F2	8	00 00 03 01 00 01 00 05
16.750000	1D4	8	D6 FC F7 27 44 5F 96 96
16.760000	1F2	8	00 00 03 01 00 01 00 05
16.760000	1D4	8	D6 FC F7 20 45 5F 96 96
16.770000	1F2	8	00 00 03 01 00 01 00 05
16.770000	1D4	8	D6 FC F7 19 45 5F 96 96
16.780000	1F2	8	00 00 03 01 00 01 00 05
16.780000	1D4	8	D6 FC F7 12 45 5F 96 96
16.790000	1F2	8	00 00 03 01 00 01 00 05
16.790000	1D4	8	D6 FC F7 0B 45 5F 96 96
16.800000	351	8	0F CD FD D8 03 70 00 00
16.800000	356	6	01 47 01 97 03 00
16.800000	370	8	0F DA 0F EB 0F E0 0F F0
16.800000	371	8	0F DE 0F E7 0F E4 0F DC
16.800000	355	6	27 2B 29 44 24 00
16.800000	35F	8	10 68 07 D0 5F 05 5F 00
16.800000	35A	8	00 00 A8 01 01 02 03 AF
16.800000	1F2	8	00 00 03 01 00 01 00 05
16.800000	1D4	8	D6 FC F7 05 45 5F 96 96
16.800000	390	8	03 00 00 00 00 00 00 00
16.800000	710	8	FF 2A 60 80 14 DC D7 53
16.800000	711	8	00 00 23 28 02 0C 00 00
16.810000	1F2	8	00 00 03 01 00 01 00 05
16.810000	1D4	8	D6 FC F6 FE 45 5F 96 96
16.820000	1F2	8	00 00 03 01 00 01 00 05
16.820000	1D4	8	D6 FC F6 F7 45 5F 96 96
16.830000	1F2	8	00 00 03 01 00 01 00 05
16.830000	1D4	8	D6 FC F6 F1 45 5F 96 96
16.840000	1F2	8	00 00 03 01 00 01 00 05
16.840000	1D4	8	D6 FC F6 EA 45 5F 96 96
16.850000	351	8	0F C9 FD C9 03 6D 00 00
16.850000	356	6	01 46 01 96 03 00
16.850000	370	8	0F D6 0F E7 0F DC 0F EC
16.850000	371	8	0F DA 0F E3 0F E0 0F D8
16.850000	1F2	8	00 00 03 01 00 01 00 05
16.850000	1D4	8	D6 FC F6 E4 45 5F 96 96
16.860000	1F2	8	00 00 03 01 00 01 00 05
16.860000	1D4	8	D6 FC F6 DD 45 5F 96 96
16.870000	1F2	8	00 00 03 01 00 01 00 05
16.870000	1D4	8	D6 FC F6 D7 45 5F 96 96
16.880000	1F2	8	00 00 03 01 00 01 00 05
16.880000	1D4	8	D6 FC F6 D1 45 5F 96 96
16.890000	1F2	8	00 00 03 01 00 01 00 05
16.890000	1D4	8	D6 FC F6 CA 45 5F 96 96
16.900000	351	8	0F C4 FD BB 03 69 00 00
16.900000	356	6	01 46 01 96 03 00
16.900000	370	8	0F D2 0F E3 0F D8 0F E8
16.900000	371	8	0F D6 0F DF 0F DC 0F D4
16.900000	355	6	27 2B 29 44 24 00
16.900000	35F	8	10 68 07 D0 5F 05 5F 00
16.900000	35A	8	00 00 A9 01 01 02 03 B0
16.900000	1F2	8	00 00 03 01 00 01 00 05
16.900000	1D4	8	D6 FC F6 C4 45 5F 96 96
16.900000	390	8	03 00 00 00 00 00 00 00
16.910000	1F2	8	00 00 03 01 00 01 00 05
16.910000	1D4	8	D6 FC F6 BE 45 5F 96 96
16.920000	1F2	8	00 00 03 01 00 01 00 05
16.920000	1D4	8	D6 FC F6 B7 45 5F 96 96
16.930000	1F2	8	00 00 03 01 00 01 00 05
16.930000	1D4	8	D6 FC F6 B1 45 5F 96 96
16.940000	1F2	8	00 00 03 01 00 01 00 05
16.940000	1D4	8	D6 FC F6 AB 45 5F 96 96
16.950000	351	8	0F C0 FD AC 03 66 00 00
16.950000	356	6	01 46 01 96 03 00
16.950000	370	8	0F CF 0F E0 0F D5 0F E5
16.950000	371	8	0F D3 0F DC 0F D9 0F D1
16.950000	1F2	8	00 00 03 01 00 01 00 05
16.950000	1D4	8	D6 FC F6 A5 45 5F 96 96
16.960000	1F2	8	00 00 03 01 00 01 00 05
16.960000	1D4	8	D6 FC F6 9F 45 5F 96 96
16.970000	1F2	8	00 00 03 01 00 01 00 05
16.970000	1D4	8	D6 FC F6 99 45 5F 96 96
16.980000	1F2	8	00 00 03 01 00 01 00 05
16.980000	1D4	8	D6 FC F6 93 45 5F 96 96
16.990000	1F2	8	00 00 03 01 00 01 00 05
16.990000	1D4	8	D6 FC F6 8D 45 5F 96 96
17.000000	351	8	0F BC FD 9E 03 63 00 00
17.000000	356	6	01 46 01 96 03 00
17.000000	370	8	0F CB 0F DC 0F D1 0F E1
17.000000	371	8	0F CF 0F D8 0F D5 0F CD
